LANGUAGE,English,German,Czech,Russian,Polish,Spanish,Korean
STR_REPORT,Report Status,Lagebericht,Hlaste se,Îò÷åò î ñòàòóñå,Do raportu,Reportar estado,»óÅÂ º¸°í
,,,,,,,
COMMENT,STR_ANS_MIS_FAIL,STR_ANS_MIS_FAIL,STR_ANS_MIS_FAIL,STR_ANS_MIS_FAIL,STR_ANS_MIS_FAIL,STR_ANS_MIS_FAIL,STR_ANS_MIS_FAIL
COMMENT,STR_ANS_MIS_FAIL,STR_PREV_WAYPOINT,STR_PREV_WAYPOINT,STR_PREV_WAYPOINT,STR_PREV_WAYPOINT,STR_ANS_MIS_FAIL,STR_PREV_WAYPOINT
COMMENT,STR_NEXT_WAYPOINT,STR_NEXT_WAYPOINT,STR_NEXT_WAYPOINT,STR_NEXT_WAYPOINT,STR_NEXT_WAYPOINT,STR_NEXT_WAYPOINT,STR_NEXT_WAYPOINT
,,,,,,,
COMMENT,Progress bar,Fortschrittsleiste,Lišta postupu,Øêàëà ïğîãğåññà,Linia postêpu,Barra de progreso,Progress bar
,,,,,,,
STR_LOAD_INIT,The countdown begins...,Der Countdown beginnt...,Odpoèítávání zapoèalo...,Èíèöèàëèçàöèÿ...,Pocz¹tek odliczania...,Iniciando...,Ä«¿îÆ®´Ù¿î ½ÃÀÛ...
STR_LOAD_WORLD,Receiving...,Empfange...,Naèítám...,Çàãğóçêà îñòğîâà...,Odbiór...,Recibiendo...,·ÎµùÁß....
STR_LOAD_MISSION,Get ready...,Vorbereitung...,Pøipravte se...,Çàãğóçêà ìèññèè...,Momencik...,Preparate...,ÁØºñ...
STR_LOAD_INTRO,Wait a moment...,Einen Moment...,Chvilku strpení...,Çàãğóçêà èíòğî...,Jeszcze chwileczkê...,Espera un momento...,´ë±â...
STR_LOAD_GAME,Receiving mission status...,Erhalte Einsatzstatus...,Naèítám hru...,Çàãğóçêà ñîõğàíåíèÿ...,Wczytywanie stanu misji...,Reciviendo estado de la misión...,¹Ì¼Ç »óÅÂ ¼ö½ÅÁß....
STR_SAVE_GAME,Saving mission status...,Speichere Einsatzstatus...,Ukládám hru...,Ñîõğàíåíèå äàííûõ ìèññèè...,Zapisywanie stanu misji...,Salvando estado de la misión...,¹Ì¼Ç »óÅÂ ÀúÀåÁß....
STR_AUTOSAVE_GAME,Updating retry position...,Aktualisiere Position für erneuten Versuch...,Aktualizuji startovní pozici...,Àâòîñîõğàíåíèå...,Odœwie¿anie pozycji...,Actualizando posición de reintento...,Àç½ÃÀÛ À§Ä¡ ¾÷µ¥ÀÌÆ® Áß...
STR_WAIT_NETWORK,Waiting for opponent...,Warte auf Gegner...,Èekám na protivníka...,Îæèäàíèå ïğîòèâíèêà...,Czekanie na przeciwnika...,Esperando por oponete...,»ó´ë¹æ ±â´Ù¸®´ÂÁß....
STR_NETWORK_SEND,Sending data...,Sende Daten...,Posílám data...,Ïåğåñûëêà äàííûõ...,Wysy³anie danych...,Enviando información...,µ¥ÀÌÅÍ ¼Û½ÅÁß...
STR_NETWORK_RECEIVE,Receiving data...,Erhalte Daten...,Pøijímám data...,Ïîëó÷åíèå äàííûõ...,Odbiór danych...,Reciviendo información...,µ¥ÀÌÅÍ ·ÎµùÁß...
STR_NETWORK_RECEIVE_MISSION,Receiving mission file (%d KB / %d KB)...,Erhalte Einsatzdatei (%d KB / %d KB)...,Pøijímám soubor mise (%d KB / %d KB)...,Ïîëó÷åíèå ôàéëà ìèññèè (%d KB / %d KB)...,Odbiór pliku misji (%d KB / %d KB),Descargando archivo de misión (%d KB / %d KB)...,¹Ì¼Ç ÆÄÀÏ ·ÎµùÁß (%d KB / %d KB)
STR_CREATE_SERVER,Creating server...,Erstelle Server...,Vytváøím server...,Ñîçäàş ñåğâåğ...,Tworzenie serwera...,Creando servidor...,¼­¹ö ±¸¼ºÁß..
STR_CREATE_CLIENT,Creating client...,Erstelle Client...,Vytváøím klienta...,Îòêğûâàş êëèåíò...,Tworzenie klienta...,Creando cliente...,Å¬¶óÀÌ¾ğÆ® ±¸¼ºÁß..
STR_SHUTDOWN,Shutdown...,Herunterfahren...,Ukonèuji...,Âûõîä èç èãğû...,Zamykanie...,Reiniciando...,Á¾·á...
,,,,,,,
COMMENT,Radio protocol,Funkprotokoll,", Rádiovı protokol",Ïğîòîêîë ğàöèè,", Protokó³ radiowy",Protocolo de radio,¹«Àü±â ÇÁ·ÎÅäÄİ
STR_WORD_ALL,ALL,ALLE,VŠICHNI,ÎÒĞßÄ,WSZYSCY,TODOS,Àü¿ø
STR_WORD_ALLGROUP,GROUP,GRUPPE,SKUPINA,ÎÒĞßÄ,GRUPA,GRUPO,±×·ì
STR_WORD_ENEMY,ENEMY,GEGNER,NEPØÁTELSKİ,ÂĞÀÃ -,WROGI,ENEMIGO,Àû±º
STR_WORD_FRIENDLY,FRIENDLY,EIGENE,SPOJENECKİ,ÑÂÎÉ -,SWÓJ,AMIGO,¾Æ±º
STR_WORD_NEUTRAL,NEUTRAL,NEUTRAL,NEUTRÁLNÍ,ÃĞÀÆÄÀÍÑÊÈÉ -,NEUTRALNY,NEUTRAL,Áß¸³±º
STR_WORD_UNKNOWN,UNKNOWN,UNBEKANNT,NEZNÁMİ,ÍÅÈÇÂÅÑÒÍÛÉ -,NIENZNANY,DESCONOCIDO,¹Ì»ó
STR_WORD_TEAM_MAIN,WHITE,WEISS,BILİ TİM,ÁÅËÛÌ,ZESPÓ£ BIA£YCH,EQUIPO BLANCO,È­ÀÌÆ® ÆÀ
STR_WORD_TEAM_RED,TEAM RED,TEAM ROT,ÈERVENİ TİM,ÊĞÀÑÍÛÌ,ZESPÓ£ CZERWONYCH,EQUIPO ROJO,·¹µå ÆÀ
STR_WORD_TEAM_GREEN,TEAM GREEN,TEAM GRÜN,ZELENİ TİM,ÇÅËÅÍÛÌ,ZESPÓ£ ZIELONYCH,EQUIPO VERDE,±×¸° ÆÀ
STR_WORD_TEAM_BLUE,TEAM BLUE,TEAM BLAU,MODRİ TİM,ÑÈÍÈÌ,ZESPÓ£ NIEBIESKICH,EQUIPO AZUL,ºí·ç ÆÀ
STR_WORD_TEAM_YELLOW,TEAM YELLOW,TEAM GELB,LUTİ TİM,ÆÅËÒÛÌ,ZESPÓ£ ¯Ó£TYCH,EQUIPO AMARILOA,¿»·Î¿ì ÆÀ
,,,,,,,
STR_WORD_AT1,1 O'CLOCK,1 UHR,NA 1. HODINÌ,ÍÀ 1 ×ÀÑ,NA GODZINIE 1,1 EN PUNTO,1½Ã ¹æÇâ
STR_WORD_AT2,2 O'CLOCK,2 UHR,NA 2. HODINÌ,ÍÀ 2 ×ÀÑÀ,NA GODZINIE 2,2 EN PUNTO,2½Ã ¹æÇâ
STR_WORD_AT3,3 O'CLOCK,3 UHR,NA 3. HODINÌ,ÍÀ 3 ×ÀÑÀ,NA GODZINIE 3,3 EN PUNTO,3½Ã ¹æÇâ
STR_WORD_AT4,4 O'CLOCK,4 UHR,NA 4. HODINÌ,ÍÀ 4 ×ÀÑÀ,NA GODZINIE 4,4 EN PUNTO,4½Ã ¹æÇâ
STR_WORD_AT5,5 O'CLOCK,5 UHR,NA 5. HODINÌ,ÍÀ 5 ×ÀÑÎÂ,NA GODZINIE 5,5 EN PUNTO,5½Ã ¹æÇâ
STR_WORD_AT6,6 O'CLOCK,6 UHR,NA 6. HODINÌ,ÍÀ 6 ×ÀÑÎÂ,NA GODZINIE 6,6 EN PUNTO,6½Ã ¹æÇâ
STR_WORD_AT7,7 O'CLOCK,7 UHR,NA 7. HODINÌ,ÍÀ 7 ×ÀÑÎÂ,NA GODZINIE 7,7 EN PUNTO,7±â ¹æÇâ
STR_WORD_AT8,8 O'CLOCK,8 UHR,NA 8. HODINÌ,ÍÀ 8 ×ÀÑÎÂ,NA GODZINIE 8,8 EN PUNTO,8½Ã ¹æÇâ
STR_WORD_AT9,9 O'CLOCK,9 UHR,NA 9. HODINÌ,ÍÀ 9 ×ÀÑÎÂ,NA GODZINIE 9,9 EN PUNTO,9½Ã ¹æÇâ
STR_WORD_AT10,10 O'CLOCK,10 UHR,NA 10. HODINÌ,ÍÀ 10 ×ÀÑÎÂ,NA GODZINIE 10,10 EN PUNTO,10½Ã ¹æÇâ
STR_WORD_AT11,11 O'CLOCK,11 UHR,NA 11. HODINÌ,ÍÀ 11 ×ÀÑÎÂ,NA GODZINIE 11,11 EN PUNTO,11½Ã ¹æÇâ
STR_WORD_AT12,12 O'CLOCK,12 UHR,NA 12. HODINÌ,ÍÀ 12 ×ÀÑÎÂ,NA GODZINIE 12,12 EN PUNTO,12½Ã ¹æÇâ
,,,,,,,
STR_WORD_DIST50,50,50,50,50,50,50,50
STR_WORD_DIST100,100,100,100,100,100,100,100
STR_WORD_DIST200,200,200,200,200,200,200,200
STR_WORD_DIST500,500,500,500,500,500,500,500
STR_WORD_DIST1000,1000,1000,1000,1000,1000,1Km,1000
STR_WORD_DIST2000,2000,2000,2000,2000,2000,2Km,2000
STR_WORD_DISTFAR,Very Far,Sehr weit entfernt,Velmi daleko,Î÷åíü äàëåêî,Velmi daleko,Muy lejos,¸Å¿ì ¸Ö¸®
,,,,,,,
STR_1_TO_LEADER,1 TO LEADER,1 AN ANFÜHRER,1 VELITELI,1 ËÈÄÅĞÓ,1 DO DOWÓDCY,1 A LIDER,1 ¿¡¼­ ¸®´õ¿¡°Ô
STR_2_TO_LEADER,2 TO LEADER,2 AN ANFÜHRER,2 VELITELI,2 ËÈÄÅĞÓ,2 DO DOWÓDCY,2 A LIDER,2 ¿¡¼­ ¸®´õ¿¡°Ô
STR_3_TO_LEADER,3 TO LEADER,3 AN ANFÜHRER,3 VELITELI,3 ËÈÄÅĞÓ,3 DO DOWÓDCY,3 A LIDER,3 ¿¡¼­ ¸®´õ¿¡°Ô
STR_4_TO_LEADER,4 TO LEADER,4 AN ANFÜHRER,4 VELITELI,4 ËÈÄÅĞÓ,4 DO DOWÓDCY,4 A LIDER,4 ¿¡¼­ ¸®´õ¿¡°Ô
STR_5_TO_LEADER,5 TO LEADER,5 AN ANFÜHRER,5 VELITELI,5 ËÈÄÅĞÓ,5 DO DOWÓDCY,5 A LIDER,5 ¿¡¼­ ¸®´õ¿¡°Ô
STR_6_TO_LEADER,6 TO LEADER,6 AN ANFÜHRER,6 VELITELI,6 ËÈÄÅĞÓ,6 DO DOWÓDCY,6 A LIDER,6 ¿¡¼­ ¸®´õ¿¡°Ô
STR_7_TO_LEADER,7 TO LEADER,7 AN ANFÜHRER,7 VELITELI,7 ËÈÄÅĞÓ,7 DO DOWÓDCY,7 A LIDER,7 ¿¡¼­ ¸®´õ¿¡°Ô
STR_8_TO_LEADER,8 TO LEADER,8 AN ANFÜHRER,8 VELITELI,8 ËÈÄÅĞÓ,8 DO DOWÓDCY,8 A LIDER,8 ¿¡¼­ ¸®´õ¿¡°Ô
STR_9_TO_LEADER,9 TO LEADER,9 AN ANFÜHRER,9 VELITELI,9 ËÈÄÅĞÓ,9 DO DOWÓDCY,9 A LIDER,9 ¿¡¼­ ¸®´õ¿¡°Ô
STR_10_TO_LEADER,10 TO LEADER,10 AN ANFÜHRER,10 VELITELI,10 ËÈÄÅĞÓ,10 DO DOWÓDCY,10 A LIDER,10 ¿¡¼­ ¸®´õ¿¡°Ô
STR_11_TO_LEADER,11 TO LEADER,11 AN ANFÜHRER,11 VELITELI,11 ËÈÄÅĞÓ,11 DO DOWÓDCY,11 A LIDER,11 ¿¡¼­ ¸®´õ¿¡°Ô
STR_12_TO_LEADER,12 TO LEADER,12 AN ANFÜHRER,12 VELITELI,12 ËÈÄÅĞÓ,12 DO DOWÓDCY,12 A LIDER,12 ¿¡¼­ ¸®´õ¿¡°Ô
,,,,,,,
COMMENT,Vehicle's display names,Anzeigenamen des Fahrzeugs,Názvy vozidel,Îòîáğàæàåìîå èìÿ ìàøèí,NAZWY POJAZDÓW,Nombres de vehiculos,Â÷·® µğ½ºÇÃ·¹ÀÌ ¸íÄª
STR_DN_UNKNOWN,Unknown,Unbekanntes,Neznamı cíl,ÍÅÈÇÂÅÑÒÍÛÉ,Nieznany,Desconocido,Á¤Ã¼ºÒ¸íÀÇ
STR_DN_VEHICLE,Vehicle,Fahrzeug,Vozidlo,ÁĞÎÍÅÌÀØÈÍÀ,Pojazd,Vehículo,Â÷·®
STR_DN_CAR,Car,Auto,Auto,ÌÀØÈÍÀ,Samochód,Auto,Â÷·®
STR_DN_TANK,Tank,Panzer,Tank,ÒÀÍÊ,Czo³g,Tanque,ÀüÂ÷
STR_DN_APC,APC,MTW,Obrnìnı Transportér,ÁÌÏ,Wóz bojowy,Blindado,º´·Â ¼ö¼Û Àå°©Â÷
STR_DN_MAN,Man,Mann,Èlovìk,×ÅËÎÂÅÊ,Cz³owiek,Hombre,»ç¶÷
STR_DN_MAN2,Man 2,Mann 2,Èlovìk 2,×ÅËÎÂÅÊ 2,Cz³owiek 2,Hombre 2,»ç¶÷ 2
STR_DN_MAN3,Man 3,Mann 3,Èlovìk 3,×ÅËÎÂÅÊ 3,Cz³owiek 3,Hombre 3,»ç¶÷ 3
STR_DN_CIVILIAN,Civilian,Zivilisten,Civilista,ÃĞÀÆÄÀÍÑÊÈÉ,Cywil,Civil,¹Î°£ÀÎ
STR_DN_SOLDIER,Soldier,Soldat,Voják,ÁÎÅÖ,¯o³nierz,Soldado,º´»ç
STR_DN_SOLDIERFAKE,Soldier,Soldat,Voják,ÁÎÅÖ,¯o³nierz (MUNDUR ZACHODU),Soldado,º´»ç
STR_DN_ESOLDIERFAKE,Soldier,Soldat,Voják,ÁÎÅÖ,¯o³nierz (MUNDUR WSCHODU),Soldado,º´»ç
STR_DN_CIVILFAKE,Civilian,Zivilisten,Civilista,ÃĞÀÆÄÀÍÑÊÈÉ,¯o³nierz (W CYWILU),Civil,¹Î°£ÀÎ
STR_DN_SOLDIERCAPTIVE,Captive,Gefangener,Zajatec,ÏËÅÍÍÛÉ,Jeniec,Cautivo,Æ÷·Î
STR_DN_CREW,Crew,Besatzung,Posádka,İÊÈÏÀÆ,Za³oga,Tripulante,½Â¹«¿ø
STR_DN_PILOT,Pilot,Pilot,Pilot,ÏÈËÎÒ,Pilot,Piloto,ÆÄÀÏ·µ
STR_DN_LAW_SOLDIER,RPG Soldier,Soldat (Reaktive Panzerbüchse),Lehkı Raketometèík,ÃĞÀÍÀÒÎÌÅÒ×ÈÊ,¯o³nierz LAW,Soldado RPG,LAW º´
STR_DN_CG_SOLDIER,AT Soldier,Soldat (Anti-Panzer),Raketometèík,ÁÎÅÖ ÏÒ,¯o³nierz AT,Soldado AT,ATº´
STR_DN_AA_SOLDIER,AA Soldier,Luftabwehr-Soldat,AA Voják,ÁÎÅÖ ÏÇĞÊ,¯o³nierz AA,Soldado AA,AAº´
STR_DN_GRENADIER,Grenadier,Grenadier,Granátometèík,ÁÎÅÖ ÃÏ,Grenadier,Granadero,À¯Åº¹ß»ç±â»ç¼ö
STR_DN_MEDIC,Medic,Sanitäter,Zdravotník,ÑÀÍÈÒÀĞ,Medyk,Médico,ÀÇ¹«º´
STR_DN_MGUNNER,Machine Gunner,Soldat MG,Kulometèík,ÏÓËÅÌÅÒ×ÈÊ,Strzelec KM,Ametrallador,±â°üÃÑ »ç¼ö
STR_DN_MORTAR,Mortar,Mörser,Minometèík,ÌÈÍÎÌÅÒ×ÈÊ,¯o³nierz MTR,Mortero,ÃÑ·ùÅº»ç¼ö
STR_DN_SNIPER,Sniper,Scharfschütze,Ostøelovaè,ÑÍÀÉÏÅĞ,Snajper,Francotirador,Àú°İ¼ö
STR_DN_AT4_SNIPER,AT Sniper,Scharfschütze (Anti-Panzer),AT Ostøelovaè,ÑÍÀÉÏÅĞ ÏÒ,Snajper AT,Francotirador AT,´ëÀüÂ÷ Àú°İ¼ö
STR_DN_SABOTEUR,Saboteur,Spezialkräfte,Speciální jednotka,ÄÈÂÅĞÑÀÍÒ,Sabota¿ysta,Opearcion especial,Æ¯¼öºÎ´ë
STR_DN_SABOTEURDAY,Saboteur (Day),Spezialkräfte (Tag),Speciální jednotka (Denní),ÄÈÂÅĞÑÀÍÒ (ÄÅÍÜ),Sabota¿ysta (Dzieñ),Opearcion especial (Día),Æ¯¼öºÎ´ë(³·)
STR_DN_PIPE_SABOTEUR,Saboteur (Bomb),Spezialkräfte (Bombe),Speciální jednotka (Bomba),ÄÈÂÅĞÑÀÍÒ (ÁÎÌÁÀ),Sabota¿ysta (C-4),Opearcion especial (Bombas),Æ¯¼ö(ÆøÅº)
STR_DN_MINER,Miner,Minenleger,enista,ÌÈÍÅĞ,Saper,Demoliciones,Áö·Ú °øº´
STR_DN_GENERAL,General,General,Generál,ÃÅÍÅĞÀË,Genera³,General,Àå±º
STR_DN_ANGELINA,Angelina,Angelina,Angelina,ÀÍÃÅËÈÍÀ,Angelina,Angelina,¾ÈÁ©¸®³ª
STR_DN_HELICOPTER,Helicopter,Hubschrauber,Vrtulník,ÂÅĞÒÎËÅÒ,Œmig³owiec,Helicóptero,Çï±â
STR_DN_PLANE,Plane,Cessna 182,Cessna 182,Cessna 182,Cessna 182,Cesna 182,Ç×°ø±â
STR_DN_SHIP,Ship,Schiff,Loï,ÊÎĞÀÁËÜ,Okrêt,Barco,ÇÔ¼±
STR_DN_SMALL_SHIP,Small Ship,Kleines Schiff,Malá loï,ÌÀËÛÉ ÊÎĞÀÁËÜ,Ma³y okrêt,Barco pequeño,¼ÒÇü ÇÔ¼±
STR_DN_BIG_SHIP,Big Ship,Großes Schiff,Velká loï,ÁÎËÜØÎÉ ÊÎĞÀÁËÜ,Wielki okrêt,Barco grande,´ëÇü ÇÔ¼±
STR_DN_JEEP,Jeep,M151 MUTT,M151 MUTT,M151 MUTT,Jeep M151,Jeep M151,ÁöÇÁ
STR_DN_JEEP_MG,Jeep (M2),M151 MUTT (M2),M151 MUTT (M2),M151 MUTT (M2),Jeep M151 (M2),Jeep M151 (M2),±â°üÃÑ Å¾Àç ÁöÇÁ
STR_DN_ASTON,Skoda Rapid,Skoda Rapid,Škoda Rapid,Skoda Rapid,Škoda Rapid,Skoda Rapid,½ºÆ÷Ã÷Ä«
STR_DN_SKODA,Skoda 120,Skoda 120,Škoda 120,Skoda 120,Škoda 120,Skoda 120,Â÷·®
STR_DN_SKODA_YELLOW,Skoda 120 (Yellow),Skoda 120 (Gelb),Škoda 120 (lutá),Skoda 120 (Æåëòàÿ),Škoda 120 (¯ó³ta),Skoda 120 (Amarillo),½Â¿ëÂ÷ (³ë¶õ»ö)
STR_DN_SKODA_BLUE,Skoda 120 (Blue),Skoda 120 (Blau),Škoda 120 (Modrá),Skoda 120 (Ñèíÿÿ),Škoda 120 (Niebieska),Skoda 120 (Azul),½Â¿ëÂ÷ (ÆÄ¶õ»ö)
STR_DN_SKODA_RED,Skoda 120 (Red),Skoda 120 (Rot),Škoda 120 (Èervená),Skoda 120 (Êğàñíàÿ),Škoda 120 (Czerwona),Skoda 120 (Rojo),½Â¿ëÂ÷ (»¡°£»ö)
STR_DN_SKODA_GREEN,Skoda 120 (Green),Skoda 120 (Grün),Škoda 120 (Zelená),Skoda 120 (Çåëåíàÿ),Škoda 120 (Zielona),Skoda 120 (Verde),½Â¿ëÂ÷ (ÃÊ·Ï»ö)
STR_DN_5T_TRUCK,Truck,M-939,M-939,M-939,M-939,Camión M-939,5Åæ Æ®·°
STR_DN_5T_TRUCK_OPEN,Truck (Open),M-939 (Öffnen),M-939 (Otevøeno),M-939 (ÎÒÊĞÛÒÛÉ),M-939 (Otwarta),Camión M-939 (Abieto),5Åæ Æ®·° °³¹æÇü
STR_DN_REPAIT_TRUCK,Repair Truck,M-939 (Reparaturwagen),Opravárenské M-939,M-939 (ĞÅÌÎÍÒÍÈÊ),M-939 (Naprawcza),Camión M-939 (Taller),¼ö¸® Æ®·°
STR_DN_REAMMO_TRUCK,Ammo Truck,M-939 (Munitionswagen),Munièní M-939,M-939 (ÁÎÅÏĞÈÏÀÑÛ),M-939 (Amunicyjna),Camión M-939 (Municiones),Åº¾à Æ®·°
STR_DN_REFUEL_TRUCK,Refuel Truck,M-939 (Tanklastwagen),Cisterna M-939,M-939 (ÇÀÏĞÀÂÙÈÊ),M-939 (Cysterna),Camión M-939 (Combustible),¿¬·á º¸±Ş Æ®·°
STR_DN_OFFICER,Officer,Offizier,Dùstojník,ÎÔÈÖÅĞ,Oficer,Oficial,Àå±³
STR_DN_OFFICERNIGHT,Officer (NVG),Offizier (Nachtsichtbrille),Dùstojník (Noktovizor),ÎÔÈÖÅĞ (ÏÍÂ),Oficer (Noktowizor),Oficial (Equipo noctuno),Àå±³ (night eq.)
STR_DN_M1A1,M1A1 Abrams,M1A1 Abrams,M1A1 Abrams,M1A1 Abrams,M1A1 Abrams,M1A1 Abrams,M1A1 Abrams
STR_DN_M1A1_AUTO,M1A1 Abrams (A),M1A1 Abrams (A),M1A1 Abrams (A),M1A1 Abrams (À),M1A1 Abrams (A),M1A1 Abrams (A),M1A1 Abrams ÀÚµ¿
STR_DN_M60,M60,M60,M60,M60,M60,M60,M60
STR_DN_M113,M113,M113,M113,M113,M113,M113,M113
STR_DN_M113_AMB,M113 Ambulance,M113 (Rettungswagen),M113 (Sanitka),M113 (ÑÀÍÈÒÀĞÍÛÉ),M113 (Sanitarny),M113 (Ambulacia),M113 ±¸±ŞÀå°©Â÷
STR_DN_M2_MG,Heavy Machine Gun,sMG,Tìkı kulomet,ÑÒÀÍÊÎÂÛÉ ÏÓËÅÌÅÒ,Karabin maszynowy M2,M2 (Automática),M2 ±â°üÆ÷
STR_DN_LST,Tank Landing Ship,Landing Craft Tank,Tanková vısadková loï,ÄÅÑÀÍÒÍÛÉ ÊÎĞÀÁËÜ,Okrêt LST,LST,LST
STR_DN_MARK_II,MARK II PBR,MARK II PBR,MARK II PBR,MARK II PBR,MARK II PBR,MARK II PBR,Mark II PBR
STR_DN_MARK_II_AUTO,MARK II PBR (A),MARK II PBR (A),MARK II PBR (A),MARK II PBR (À),MARK II PBR (A),ARK II PBR (A),Mark II PBR ÀÚµ¿
STR_DN_AH1,AH-1S Cobra,AH-1S Cobra,AH-1S Cobra,AH-1S Cobra,AH-1S Cobra,AH-1S Cobra,AH-1S Cobra
STR_DN_PARACHUTE,Parachute,Fallschirm,Parašutista,ÏÀĞÀØŞÒÈÑÒ,Spadochroniarz,Paracaidas,³«ÇÏ»ê
STR_DN_UH60,UH-60,UH-60 Black Hawk,UH-60 Black Hawk,UH-60 Black Hawk,UH-60 Black Hawk,UH-60 Black Hawk,UH-60 Black Hawk
STR_DN_UH60_MG,UH-60 (M2),UH-60 Black Hawk (M2),UH-60 Black Hawk (M2),UH-60 Black Hawk (M2),UH-60 Black Hawk (M2),UH-60 Black Hawk (M2),UH-60 Black Hawk (M2)
STR_DN_A10,A-10,A-10 Thunderbolt,A-10 Thunderbolt,A-10 Thunderbolt,A-10 Thunderbolt,A-10 Thunderbolt,A-10 Thunderbolt
STR_DN_UAZ,UAZ,UAZ-469,UAZ-469,ÓÀÇ-469,UAZ-469,UAZ-469,UAZ-469
STR_DN_URAL,Ural,Ural-375,Ural-375,ÓĞÀË-375,Ural-375,Ural-375,Ural-375
STR_DN_URAL_REPAIR,Ural Repair,Ural-375 (Reparaturwagen),Opravárenskı Ural-375,ÓĞÀË-375 (ĞÅÌÎÍÒÍÛÉ),Ural-375 naprawczy,Ural-375 (Reparación),Ural-375 ¼ö¸®
STR_DN_URAL_AMMO,Ural Ammo,Ural-375 (Munitionswagen),Munièní Ural-375,ÓĞÀË-375 (ÁÎÅÏĞÈÏÀÑÛ),Ural-375 amunicyjny,Ural-375 (Municiones),Ural-375 Åº¾à
STR_DN_URAL_FUEL,Ural Fuel,Ural-375 (Tanklastwagen),Cisterna Ural-375,ÓĞÀË-375 (ÇÀÏĞÀÂÙÈÊ),Ural-375 cysterna,Ural-375 (Combustible),Ural-375 ¿¬·á
STR_DN_SCUD,SCUD-B,SCUD-B,SCUD-B,ÎÒĞÊ İëüáğóñ,SCUD-B,SCUD-B,SCUD-B
STR_DN_RPG_SOLDIER,RPG Soldier,Soldat (Reaktive Panzerbüchse),Lehkı raketometèík,ÃĞÀÍÀÒÎÌÅÒ×ÈÊ,¯o³onierz RPG,Soldado RPG,RPG »ç¼ö
STR_DN_AT4_SOLDIER,AT Soldier,Soldat (Anti-Panzer),Raketometèík,ÁÎÅÖ ÏÒ,¯o³onierz AT,Soldado AT,AT »ç¼ö
STR_DN_BMP,BMP-1,BMP-1,BMP-1,ÁÌÏ-1,BMP-1,BMP-1,BMP-1
STR_DN_BMP_AMB,BMP Ambulance,BMP (Rettungswagen),BMP (Sanitka),ÁÌÏ (ÑÀÍÈÒÀĞÍÛÉ),BMP (Sanitarny),BMP (Ambulacia),BMP ±¸±ŞÀå°©Â÷
STR_DN_T72,T72,T-72M1,T-72M1,Ò-72Ì1,T-72M1,T-72M1,T-72M1
STR_DN_T80,T80,T-80BV,T-80BV,Ò-80ÁÂ,T-80BV,T-80BV,T-80BV
STR_DN_T80_AUTO,T-80BV (A),T-80BV (A),T-80BV (A),Ò-80ÁÂ (À),T-80BV (A),T-80BV (A),T-80BV ÀÚµ¿
STR_DN_ZSU,Shilka,ZSU-23-4 Schilka,ZSU-23-4 Šilka,ÇÑÓ-23-4 Øèëêà,ZSU-23-4 Shilka,ZSU-23-4 Shilka,ZSU-23-4 Shilka
STR_DN_MI24,Mi-24,Mi-24 Hind,Mi-24 Hind,Ìè-24,Mi-24 Hind,Mi-24 Hind,Mi-24 Hind
STR_DN_MI17,Mi-17,Mi-17,Mi-17,Ìè-17,Mi-17,Mi-17,Mi-17
STR_DN_BOAT,Patrol boat,Patrouillenboot,Hlídková loï,ÄÅÑÀÍÒÍÛÉ ÊÀÒÅĞ,£ódŸ patrolowa,Barco patrulla,Patrol boat
STR_DN_PV3S,PV3S FIA,PV3S FIA,PV3S FIA,PV3S FIA,PV3S FIA,PV3S FIA,PV3S FIA
STR_DN_PV3S_REPAIR,PV3S FIA (Repair),PV3S FIA (Reparaturwagen),Opravárenská PV3S,PV3S FIA (ĞÅÌÎÍÒÍÈÊ),PV3S (Naprawcza),PV3S FIA (Reparación),PV3S ¼ö¸®
STR_DN_PV3S_AMMO,PV3S FIA (Ammo),PV3S FIA (Munitionswagen),Munièní PV3S,PV3S FIA (ÁÎÅÏĞÈÏÀÑÛ),PV3S (Amunicyjna),PV3S FIA (Municiones),PV3S Åº¾à
STR_DN_PV3S_FUEL,PV3S FIA (Fuel),PV3S FIA (Tanklastwagen),Cisterna PV3S,PV3S FIA (ÇÀÏĞÀÂÙÈÊ),PV3S (Cysterna),PV3S FIA (Combustible),PV3S ¿¬·á
STR_DN_PV3S_CIVIL,PV3S,PV3S,PV3S,PV3S,PV3S,PV3S Civil,PV3S Civil
STR_DN_PAPER_CAR,Paper Car,Auto mit Dokumenten,Papírové auto,ÁÓÌÀÆÍÀß ÌÀØÈÍÀ,Samochód-makieta,Trabant,Paper Car
STR_DN_UAZG,UAZ-469B FIA,UAZ-469B FIA,UAZ-469B FIA,ÓÀÇ-469Á FIA,UAZ-469B FIA,UAZ-469B FIA,UAZ-469B FIA
STR_DN_T55,T-55 FIA,T-55 FIA,T-55 FIA,Ò-55 FIA,T-55 FIA,T-55 FIA,T-55 FIA
STR_DN_BOFORS,Bofors,Bofors,Bofors,ÁÎÔÎĞ,Bofors,Bofors,Bofors
STR_DN_BUNKER,Bunker,Bunker,Bunkr,ÁÓÍÊÅĞ,Bunkier,Bunker,º¡Ä¿
STR_DN_BUILDING,Building,Gebäude,Budova,ÇÄÀÍÈÅ,Budynek,Edificio,°Ç¹°
STR_DN_HOUSE,House,Haus,Dùm,ÄÎÌ,Dom,Casa,ÁÖÅÃ
